Actual Item Code,Item Name,Corrected Name,Sub-Category,Category,Category for Incentive,Veg/Non veg,Chicken/Mutton,Value Offering Cat,Value Offering Sub-Cat,Innovation,Innovation Sub-cat,Unique,Combos to be excl for Item count report,ad
1HBD0383,Chettinadu Murgh Kebab (3pcs),Chettinadu Murgh Kebab (3pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Other Launch,Combo Option,NULL,NULL,NULL
1HBD0391,Chettinadu Murgh Kebab (6pcs),Chettinadu Murgh Kebab (6pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Other Launch,Combo Option,NULL,NULL,NULL
1HBD0381,Chicken Fiery Kebab (3pcs),Chicken Fiery Kebab (3pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Fiery,NULL,NULL,NULL
1HBD0387,Chicken Fiery Kebab (3pcs),Chicken Fiery Kebab (3pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Fiery,NULL,NULL,NULL
1HBD0389,Chicken Fiery Kebab (6pcs),Chicken Fiery Kebab (6pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Fiery,NULL,NULL,NULL
1HBD0395,Chicken Fiery Kebab (6pcs),Chicken Fiery Kebab (6pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Fiery,NULL,NULL,NULL
1HBD0382,Chicken Garlic Kebab (3pcs),Chicken Garlic Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Other Launch,Combo Option,NULL,NULL,NULL
1HBD0390,Chicken Garlic Kebab (6pcs),Chicken Garlic Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Other Launch,Combo Option,NULL,NULL,NULL
1HBD0386,Chicken Mustard Garlic Kebab (3pcs),Chicken Mustard Garlic Kebab (3pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1HBD0394,Chicken Mustard Garlic Kebab (6pcs),Chicken Mustard Garlic Kebab (6pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1HBD0396,Chicken Reshmi Kebab (3pcs),Chicken Reshmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Other Launch,Combo Option,NULL,NULL,NULL
1HBD0397,Chicken Reshmi Kebab (6pcs),Chicken Reshmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Other Launch,Combo Option,NULL,NULL,NULL
1APD0369,Cream Of Tomato Soup,Tomato Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1BLD0369,Cream Of Tomato Soup,Tomato Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1CHD0369,Cream Of Tomato Soup,Tomato Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBD0369,Cream Of Tomato Soup,Tomato Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1TSD0369,Cream Of Tomato Soup,Tomato Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1APD0372,Cream of Mushroom,Mushroom Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1BLD0372,Cream of Mushroom,Mushroom Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1CHD0372,Cream of Mushroom,Mushroom Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBD0372,Cream of Mushroom,Mushroom Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1TSD0372,Cream of Mushroom,Mushroom Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1APD0371,Cream of Broccoli,Broccoli Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1BLD0371,Cream of Broccoli,Broccoli Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1CHD0371,Cream of Broccoli,Broccoli Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBD0371,Cream of Broccoli,Broccoli Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1TSD0371,Cream of Broccoli,Broccoli Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1APD0373,Cream of Chicken,Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1BLD0373,Cream of Chicken,Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1CHD0373,Cream of Chicken,Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBD0373,Cream of Chicken,Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1TSD0373,Cream of Chicken,Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1APD0379,Chicken Fried Rice,Chicken Fried Rice,Fried Rice,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1APT0379,Chicken Fried Rice,Chicken Fried Rice,Fried Rice,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1BLD0379,Chicken Fried Rice,Chicken Fried Rice,Fried Rice,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1BLT0379,Chicken Fried Rice,Chicken Fried Rice,Fried Rice,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1CHD0379,Chicken Fried Rice,Chicken Fried Rice,Fried Rice,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1CHT0379,Chicken Fried Rice,Chicken Fried Rice,Fried Rice,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1HBD0379,Chicken Fried Rice,Chicken Fried Rice,Fried Rice,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1HBT0379,Chicken Fried Rice,Chicken Fried Rice,Fried Rice,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1TSD0379,Chicken Fried Rice,Chicken Fried Rice,Fried Rice,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1TST0379,Chicken Fried Rice,Chicken Fried Rice,Fried Rice,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1APD0374,Sweet Corn Chicken Soup,Sweet Corn Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1BLD0374,Sweet Corn Chicken Soup,Sweet Corn Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1CHD0374,Sweet Corn Chicken Soup,Sweet Corn Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBD0374,Sweet Corn Chicken Soup,Sweet Corn Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1TSD0374,Sweet Corn Chicken Soup,Sweet Corn Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1APD0368,Sweet Corn Vegetable Soup,Sweet Corn Vegetable Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1BLD0368,Sweet Corn Vegetable Soup,Sweet Corn Vegetable Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1CHD0368,Sweet Corn Vegetable Soup,Sweet Corn Vegetable Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBD0368,Sweet Corn Vegetable Soup,Sweet Corn Vegetable Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1TSD0368,Sweet Corn Vegetable Soup,Sweet Corn Vegetable Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1APD0370,Vegetable Manchow Soup,Vegetable Manchow Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1BLD0370,Vegetable Manchow Soup,Vegetable Manchow Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1CHD0370,Vegetable Manchow Soup,Vegetable Manchow Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBD0370,Vegetable Manchow Soup,Vegetable Manchow Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1TSD0370,Vegetable Manchow Soup,Vegetable Manchow Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1APD0375,Dal Tadka,Dal Tadka,Currys,Indian,Indian,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1BLD0375,Dal Tadka,Dal Tadka,Currys,Indian,Indian,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1CHD0375,Dal Tadka,Dal Tadka,Currys,Indian,Indian,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBD0375,Dal Tadka,Dal Tadka,Currys,Indian,Indian,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1TSD0375,Dal Tadka,Dal Tadka,Currys,Indian,Indian,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1APD0378,Veg Fried Rice,Vegetable Fried Rice,Fried Rice,Chinese,Chinese,Veg,Other,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1APT0378,Veg Fried Rice,Vegetable Fried Rice,Fried Rice,Chinese,Chinese,Veg,Other,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1BLD0378,Veg Fried Rice,Vegetable Fried Rice,Fried Rice,Chinese,Chinese,Veg,Other,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1BLT0378,Veg Fried Rice,Vegetable Fried Rice,Fried Rice,Chinese,Chinese,Veg,Other,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1CHD0378,Veg Fried Rice,Vegetable Fried Rice,Fried Rice,Chinese,Chinese,Veg,Other,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1CHT0378,Veg Fried Rice,Vegetable Fried Rice,Fried Rice,Chinese,Chinese,Veg,Other,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1HBD0378,Veg Fried Rice,Vegetable Fried Rice,Fried Rice,Chinese,Chinese,Veg,Other,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1HBT0378,Veg Fried Rice,Vegetable Fried Rice,Fried Rice,Chinese,Chinese,Veg,Other,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1TSD0378,Veg Fried Rice,Vegetable Fried Rice,Fried Rice,Chinese,Chinese,Veg,Other,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1TST0378,Veg Fried Rice,Vegetable Fried Rice,Fried Rice,Chinese,Chinese,Veg,Other,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1APD0376,Papad Masala,Papad Masala,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1BLD0376,Papad Masala,Papad Masala,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1CHD0376,Papad Masala,Papad Masala,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBD0376,Papad Masala,Papad Masala,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1TSD0376,Papad Masala,Papad Masala,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1APD0377,Papad Roasted,Papad Roasted,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1BLD0377,Papad Roasted,Papad Roasted,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1CHD0377,Papad Roasted,Papad Roasted,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBD0377,Papad Roasted,Papad Roasted,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1TSD0377,Papad Roasted,Papad Roasted,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBUP086,Panner & Chicken Roll Combo,Paneer & Chicken Roll Combo,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1HBUP085,Egg & Panner Roll Combo ,Egg & Paneer Roll Combo ,Rolls,Snackers,Rolls,Veg,Other,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1HBUP084,Egg & Chicken Roll Combo ,Egg & Chicken Roll Combo ,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1AP00200,Salted Lassi,Salted Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1BL00200,Salted Lassi,Salted Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1CH00200,Salted Lassi,Salted Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1HB00200,Salted Lassi,Salted Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1TS00200,Salted Lassi,Salted Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1VJ00200,Salted Lassi,Salted Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1VZ00200,Salted Lassi,Salted Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1AP00201,Sweet Lassi,Sweet Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1BL00201,Sweet Lassi,Sweet Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1CH00201,Sweet Lassi,Sweet Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1HB00201,Sweet Lassi,Sweet Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1TS00201,Sweet Lassi,Sweet Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1VJ00201,Sweet Lassi,Sweet Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1VZ00201,Sweet Lassi,Sweet Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1APD0401,Vegetable Hot & Sour Soup,Vegetable Hot & Sour Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1BLD0401,Vegetable Hot & Sour Soup,Vegetable Hot & Sour Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1CHD0401,Vegetable Hot & Sour Soup,Vegetable Hot & Sour Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBD0401,Vegetable Hot & Sour Soup,Vegetable Hot & Sour Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1TSD0401,Vegetable Hot & Sour Soup,Vegetable Hot & Sour Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1APD0402,Chicken Hot & Sour Soup,Chicken Hot & Sour Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1BLD0402,Chicken Hot & Sour Soup,Chicken Hot & Sour Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1CHD0402,Chicken Hot & Sour Soup,Chicken Hot & Sour Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBD0402,Chicken Hot & Sour Soup,Chicken Hot & Sour Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1TSD0402,Chicken Hot & Sour Soup,Chicken Hot & Sour Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBD0398,Plain Rice,Plain Rice,Rice,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBT0398,Plain Rice,Plain Rice,Rice,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBD0399,Jeera Rice,Jeera Rice,Rice,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBT0399,Jeera Rice,Jeera Rice,Rice,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBD0400,Lachha Paratha,Lachha Paratha,Breads,Indian,Indian,Veg,Other,NULL,NULL,Other Launch,Roti,NULL,NULL,NULL
1HB00202,Extra Mandi Rice,Extra Mandi Rice,Mandi,Biryani,Mandi,Non-Veg,Chicken,NULL,NULL,Innovation,Mandi,NULL,NULL,NULL
1HBT0403,Extra Chicken Drumstick Piece,Extra Chicken Drumstick Piece,Drumsticks,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Other Launch,Extra Meat,NULL,NULL,NULL
1HBT0404,2 Chicken Drumstick Pieces,2 Chicken Drumstick Pieces,Drumsticks,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Other Launch,Extra Meat,NULL,NULL,NULL
1HBT0157,Butter Roti,Butter Roti,Breads,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1APT0239,Chicken Curry,Chicken Curry,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1BLT0239,Chicken Curry,Chicken Curry,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1CHT0239,Chicken Curry,Chicken Curry,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1TST0239,Chicken Curry,Chicken Curry,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1APT0241,Chicken Kadhai,Chicken Kadhai,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1BLT0241,Chicken Kadhai,Chicken Kadhai,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1CHT0241,Chicken Kadhai,Chicken Kadhai,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1TST0241,Chicken Kadhai,Chicken Kadhai,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1APT0240,Chicken Masala,Chicken Masala,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1BLT0240,Chicken Masala,Chicken Masala,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1CHT0240,Chicken Masala,Chicken Masala,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1TST0240,Chicken Masala,Chicken Masala,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1APT0244,Dal Makhani,Dal Makhani,Indian,Indian,Indian,Veg,Veg,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1BLT0244,Dal Makhani,Dal Makhani,Indian,Indian,Indian,Veg,Veg,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1CHT0244,Dal Makhani,Dal Makhani,Indian,Indian,Indian,Veg,Veg,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1TST0244,Dal Makhani,Dal Makhani,Indian,Indian,Indian,Veg,Veg,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1APT0375,Dal Tadka,Dal Tadka,Currys,Indian,Indian,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1BLT0375,Dal Tadka,Dal Tadka,Currys,Indian,Indian,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1CHT0375,Dal Tadka,Dal Tadka,Currys,Indian,Indian,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1HBT0375,Dal Tadka,Dal Tadka,Currys,Indian,Indian,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1TST0375,Dal Tadka,Dal Tadka,Currys,Indian,Indian,Veg,Other,NULL,NULL,Innovation,"Soup, Papad, Dal",NULL,NULL,NULL
1APT0327,Lachha Paratha - 2Pcs,Lachha Paratha - 2Pcs,Breads,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1BLT0327,Lachha Paratha - 2Pcs,Lachha Paratha - 2Pcs,Breads,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1CHT0327,Lachha Paratha - 2Pcs,Lachha Paratha - 2Pcs,Breads,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1HBT0327,Lachha Paratha - 2Pcs,Lachha Paratha,Breads,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1TST0327,Lachha Paratha - 2Pcs,Lachha Paratha - 2Pcs,Breads,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1APT0326,Malabar Paratha - 2pcs,Malabar Paratha - 2pcs,Breads,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1BLT0326,Malabar Paratha - 2pcs,Malabar Paratha - 2pcs,Breads,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1CHT0326,Malabar Paratha - 2pcs,Malabar Paratha - 2pcs,Breads,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1HBT0326,Malabar Paratha - 2pcs,Malabar Paratha - 2pcs,Breads,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1TST0326,Malabar Paratha - 2pcs,Malabar Paratha - 2pcs,Breads,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1APT0243,Paneer Butter Masala,Paneer Butter Masala,Currys,Indian,Indian,Veg,Veg,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1BLT0243,Paneer Butter Masala,Paneer Butter Masala,Currys,Indian,Indian,Veg,Veg,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1CHT0243,Paneer Butter Masala,Paneer Butter Masala,Currys,Indian,Indian,Veg,Veg,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1TST0243,Paneer Butter Masala,Paneer Butter Masala,Currys,Indian,Indian,Veg,Veg,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1HBT0400,Plain Paratha,Plain Paratha,Breads,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
1HBT0162,Pudina Paratha,Pudina Paratha,Breads,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Roti & Curry Omni,NULL,NULL,NULL
