Actual Item Code,Item Name,Corrected Name,Sub-Category,Category,Category for Incentive,Veg/Non veg,Chicken/Mutton,Value Offering Cat,Value Offering Sub-Cat,Innovation,Innovation Sub-cat,Unique,Combos to be excl for Item count report,ad
1TSD0179,Sprite Fountain ,Sprite Fountain 250 Ml,Soft Drinks,Beverages,Beverages,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TSD0180,Thums Up Fountain ,Thums Up Fountain 250 Ml,Soft Drinks,Beverages,Beverages,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TSD0195,Royal Mutton Biryani (Np),Royal Mutton Biryani,Royal,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TSD0196,Royal Chicken Biryani (Np),Royal Chicken Biryani,Royal,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TSD0197,Nizami Mutton Biryani (Np),Nizami Mutton Biryani,Regular,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TSD0198,Nizami Chicken Biryani (Np),Nizami Chicken Biryani,Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TSD0199,Veg  Biryani (Np),Veg Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TSD0200,Supreme Chicken Biryani Pack (Np),Supreme Chicken Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Chicken,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1TSD0201,Supreme Mutton Biryani Pack (Np),Supreme Mutton Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Mutton,Other Packs,NULL,NULL,NULL,NULL,NULL,NULL
1TSD0202,Egg Biryani (Np),Egg Biryani,Regular,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TSD0216,Fresh Limes/ Nimbu,Fresh Limes/ Nimbu,Lemon,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TSD0217,Fresh Onion,Fresh Onion,Onion,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TSD0248,Paneer Tikka Kebab - (Half),Paneer Tikka Kebab - (Half),Kebabs,Kebabs,Excluded,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TSD0249,Hariyali Chicken Kebab,Hariyali Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1TSD0250,Chicken Malai Kebab,Chicken Malai Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1TSD0251,Turkish Seekh Kabab,Turkish Seekh Kabab,Kebabs,Kebabs,Kebabs,Non-Veg,Mutton,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1TSD0252,Chicken Mustard Garlic Kebab,Chicken Mustard Garlic Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1TSD0254,Cajun Paneer Tikka,Cajun Paneer Tikka,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1TSD0255,Festival Platter,Festival Platter,Platter,Kebabs,Kebabs,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TSD0256,Chicken Platter,Chicken Platter,Platter,Kebabs,Kebabs,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0021,Biryani Raita,Biryani Raita,Salan & Raitha,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0027,Mirchi Ka Salan,Mirchi Ka Salan,Salan & Raitha,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0092,Boiled Egg,Boiled Egg,Egg,Accompaniments,Biryani,Non-Veg,Egg,NULL,NULL,Other Launch,Boiled Egg,NULL,NULL,NULL
1TST0120,Aachari Chicken Kebab,Aachari Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1TST0122,Chettinadu Murgh Kebab,Chettinadu Murgh Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0123,Chicken Garlic Kebab,Chicken Garlic Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0125,Chicken Kalmi Kebab,Chicken Kalmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0126,Chicken Kalmi Kebab (Half),Chicken Kalmi Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0128,Chicken Reshmi Kebab,Chicken Reshmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0132,Chicken Tikka Kebab,Chicken Tikka Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0133,Chicken Tikka Kebab (Half),Chicken Tikka Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0137,Tandoori Chicken (Full),Tandoori Chicken (Full),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0138,Tandoori Chicken (Half),Tandoori Chicken (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0141,Fish Tikka Kebab,Fish Tikka Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Fish,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1TST0145,Paneer Tikka Kebab,Paneer Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0165,Double Ka Meetha,Double Ka Meetha,DKM/KKM/GKH,Desserts,Desserts,Desserts,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0168,Gulab Jamun,Gulab Jamun,DKM/KKM/GKH,Desserts,Desserts,Desserts,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0170,Khubani Ka Meetha,Khubani Ka Meetha,DKM/KKM/GKH,Desserts,Desserts,Desserts,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0195,Royal Mutton Biryani,Royal Mutton Biryani,Royal,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0196,Royal Chicken Biryani,Royal Chicken Biryani,Royal,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0197,Nizami Mutton Biryani,Nizami Mutton Biryani,Regular,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0198,Nizami Chicken Biryani,Nizami Chicken Biryani,Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0199,Veg Biryani,Veg Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0200,Supreme Chicken Biryani Pack,Supreme Chicken Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Chicken,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1TST0201,Supreme Mutton Biryani Pack,Supreme Mutton Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Mutton,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1TST0202,Egg Biryani,Egg Biryani,Regular,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0203,Supreme Veg Biryani Pack,Supreme Veg Biryani Pack,Supreme Packs,Biryani,Biryani,Veg,Other,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1TST0204,Chicken Biryani Meal,Chicken Biryani Meal,Tray Meals,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0205,Egg Biryani Meal,Egg Biryani Meal,Tray Meals,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0206,Mutton Biryani Meal (Np),Mutton Biryani Meal,Tray Meals,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0207,Veg Biryani Meal,Veg Biryani Meal,Tray Meals,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0208,Special Chicken Biryani,Special Chicken Biryani,Spl Biryani,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0209,Special Mutton Biryani,Special Mutton Biryani,Spl Biryani,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0249,Hariyali Chicken Kebab,Hariyali Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1TST0250,Chicken Malai Kebab,Chicken Malai Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1TST0251,Turkish Seekh Kabab,Turkish Seekh Kabab,Kebabs,Kebabs,Kebabs,Non-Veg,Mutton,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1TST0252,Chicken Mustard Garlic Kebab,Chicken Mustard Garlic Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1TST0254,Cajun Paneer Tikka,Cajun Paneer Tikka,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1TST0255,Festival Platter,Festival Platter,Platter,Kebabs,Kebabs,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TST0256,Chicken Platter,Chicken Platter,Platter,Kebabs,Kebabs,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1TSUP001,Veg  Biryani With Veg Biryani,Veg Biryani With Veg Biryani,Combo Packs,Biryani,Biryani,Veg,Other,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1TSUP002,Nizami Chicken Biryani with Chicken Tikka Kebab,Nizami Chicken Biryani with Chicken Tikka Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1TSUP003,Nizami Chicken Biryani with Chicken Garlic Kebab,Nizami Chicken Biryani with Chicken Garlic Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1TSUP004,Nizami Chicken Biryani with Chicken Kalimi Kebab,Nizami Chicken Biryani with Chicken Kalimi Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1TSUP005,Veg Biryani with Paneer Tikka Kebab,Veg Biryani with Paneer Tikka Kebab,Combo Packs,Biryani,Biryani,Veg,Other,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1TSUP006,Royal Chicken  Biryani With Royal Chicken Biryani,Royal Chicken Biryani With Royal Chicken Biryani,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1TSUP007,Chicken Triple Delight With Kalmi Kebab,Chicken Triple Delight With Kalmi Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1TSUP008,Chicken Triple Delight With Chicken Tikka Kebab,Chicken Triple Delight With Chicken Tikka Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1TSUP009,Chicken Triple Delight With Reshmi Kebab,Chicken Triple Delight With Reshmi Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1TSUP010,Chicken Triple Delight With Chettinadu Murg Kebab,Chicken Triple Delight With Chettinadu Murg Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1TSUP011,Chicken Triple Delight With Chicken Garlic Kebab,Chicken Triple Delight With Chicken Garlic Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1VJ00189,Falooda,Falooda,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Other Launch,Bakery Extension,NULL,NULL,NULL
1VJ00191,Lassi,Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Other Launch,Beverages,NULL,NULL,NULL
1VJ00192,Extra (Double) Masala ,Extra (Double) Masala,Other,Accompaniments,Biryani,Non-Veg,Mix,NULL,NULL,Other Launch,Extra Masala,NULL,NULL,NULL
1VJCT001,VIJ-Nizami Chicken Combo,VIJ-Nizami Chicken Combo,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VJCT002,Royal CB with Chicken Kalmi,Royal CB with Chicken Kalmi,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,Yes,NULL
1VJCT003,Royal MB with Chicken Kalmi,Royal MB with Chicken Kalmi,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,Yes,NULL
1VJCT004,Royal CB with Chicken Tikka,Royal CB with Chicken Tikka,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,Yes,NULL
1VJCT005,Royal MB with Chicken Tikka,Royal MB with Chicken Tikka,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VJD0023,Cucumber Salad,Cucumber Salad,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1VJD0026,Green Salad,Green Salad,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0028,Mixed Raita,Mixed Raita,Salan & Raitha,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0029,Onion Raita,Onion Raita,Salan & Raitha,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0030,Onion Salad,Onion Salad,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1VJD0031,Papad Fried,Papad Fried,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0032,Papad Masala,Papad Masala,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0033,Papad Roasted,Papad Roasted,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0034,Pineapple Raita,Pineapple Raita,Salan & Raitha,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0082,Chicken Chilli Masala,Chicken Chilli Masala,Starters,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0084,Chicken Kandhari,Chicken Kandhari,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0085,Chicken Masala,Chicken Masala,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0086,Chicken Nawabi,Chicken Nawabi,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0088,Kadai Chicken,Kadai Chicken,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0089,Murg Masalam,Murg Masalam,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0092,Boiled Egg,Boiled Egg,Egg,Accompaniments,Biryani,Non-Veg,Egg,NULL,NULL,Other Launch,Boiled Egg,NULL,NULL,NULL
1VJD0098,Kheema Masala,Kheema Masala,Currys,Indian,Indian,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0100,Mutton Masala,Mutton Masala,Currys,Indian,Indian,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0108,Dal Makhani,Dal Makhani,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0112,Malai Kofta,Malai Kofta,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0113,Methi Chaman,Methi Chaman,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0116,Palak Paneer,Palak Paneer,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0120,Aachari Chicken Kebab,Aachari Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VJD0121,Achaari Chutney Murgh Kebab (Half),Aachari Chicken Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VJD0124,Chicken Garlic Kebab (Half),Chicken Garlic Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0127,Chicken Kebab Platter,Chicken Kebab Platter,Platter,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0131,Chicken Sheek Kebab,Chicken Sheek Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0139,Mutton Sheek Kebab,Mutton Sheek Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0143,Hariyali Veg Kebab,Hariyali Veg Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0155,Aloo Paratha,Aloo Paratha,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0161,Plain Paratha,Plain Paratha,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0163,Rumali Roti,Rumali Roti,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0167,Gajar ka Halwa,Gajar ka Halwa,DKM/KKM/GKH,Desserts,Desserts,Desserts,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0176,Tea,Tea,Tea,Beverages,Excluded,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0184,Vegetable Samosa,Vegetable Samosa,Samosa,Bakery,Bakery,Veg,Other,NULL,NULL,Other Launch,Bakery Extension,NULL,NULL,NULL
1VJD0185,Mutton Samosa,Mutton Samosa,Samosa,Bakery,Bakery,Non-Veg,Mutton,NULL,NULL,Other Launch,Bakery Extension,NULL,NULL,NULL
1VJD0190,Chicken 65 Biryani,Chicken 65 Biryani,Chinese,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0191,Mutton Kheema Biryani,Mutton Kheema Biryani,Other,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0192,Fish Biryani,Fish Biryani,Regular,Biryani,Biryani,Non-Veg,Fish,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0193,Soya Kheema Biryani,Soya Kheema Biryani,Other,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0194,Chicken Kheema Biryani,Chicken Kheema Biryani,Other,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0203,Extra Masala Veg Biryani,Extra Masala Veg Biryani,Other,Accompaniments,Biryani,Veg,Other,NULL,NULL,Other Launch,Extra Masala,NULL,NULL,NULL
1VJD0216,Fresh Limes/ Nimbu,Fresh Limes/ Nimbu,Lemon,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0217,Fresh Onion,Fresh Onion,Onion,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0248,Paneer Tikka Kebab - (Half),Paneer Tikka Kebab - (Half),Kebabs,Kebabs,Excluded,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0249,Hariyali Chicken Kebab,Hariyali Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1VJD0250,Chicken Malai Kebab,Chicken Malai Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1VJD0251,Turkish Seekh Kabab,Turkish Seekh Kabab,Kebabs,Kebabs,Kebabs,Non-Veg,Mutton,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1VJD0252,Chicken Mustard Garlic Kebab,Chicken Mustard Garlic Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VJD0254,Cajun Paneer Tikka,Cajun Paneer Tikka,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VJD0255,Festival Platter,Festival Platter,Platter,Kebabs,Kebabs,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0256,Chicken Platter,Chicken Platter,Platter,Kebabs,Kebabs,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0026,Green Salad,Green Salad,Salad & Papad,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0044,Pepper Chicken,Pepper Chicken,Starters,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,Other Launch,NULL,NULL,NULL,NULL
1VJT0075,Egg Biryani Meal,Egg Biryani Meal,Tray Meals,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0082,Chicken Chilli Masala,Chicken Chilli Masala,Starters,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0083,Chicken Curry,Chicken Curry,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,Other Launch,Curry,NULL,NULL,NULL
1VJT0084,Chicken Kandhari,Chicken Kandhari,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0086,Chicken Nawabi,Chicken Nawabi,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0089,Murg Masalam,Murg Masalam,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0098,Kheema Masala,Kheema Masala,Currys,Indian,Indian,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0100,Mutton Masala,Mutton Masala,Currys,Indian,Indian,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0107,Dal Fry,Dal Fry,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0108,Dal Makhani,Dal Makhani,Currys,Indian,Indian,Veg,Other,NULL,NULL,Other Launch,Curry,NULL,NULL,NULL
1VJT0112,Malai Kofta,Malai Kofta,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0113,Methi Chaman,Methi Chaman,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0116,Palak Paneer,Palak Paneer,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0120,Aachari Chicken Kebab,Aachari Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VJT0121,Achaari Chutney Murgh Kebab (Half),Aachari Chicken Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VJT0139,Mutton Sheek Kebab,Mutton Sheek Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0141,Fish Tikka Kebab,Fish Tikka Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Fish,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VJT0143,Hariyali Veg Kebab,Hariyali Veg Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0146,Chicken Manchow Soup,Chicken Manchow Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0147,Hot - N -Sour Chicken Soup,Hot - N -Sour Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0148,Sweet Corn Chicken Soup,Sweet Corn Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0150,Hot - N -Sour Vegetable Soup,Hot - N -Sour Vegetable Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0151,Sweet Corn Vegetable Soup,Sweet Corn Vegetable Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0152,Vegetable Manchow Soup,Vegetable Manchow Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
